Date,"М1, t","М2, t","ΔМ, t","Т1, °C","Т2, °C","ΔТ, °C","Q, Gcal",USPD,YYYYMM,registrated,scheme,type,area,floors,walls material,year of construction,area of building,"temp,˚C"
2014/12/6,104.95,99.4,5.55,83.86,55.37,28.49,2.99,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-9.046670457
2014/12/7,102.5,96.47,6.03,81.52,54.13,27.39,2.8,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.62698297
2014/12/8,97.88,92.35,5.53,82.44,53.12,29.32,2.87,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.08814168
2014/12/9,102.51,97.76,4.75,83.25,54.34,28.91,2.96,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-12.13839877
2014/12/10,102.53,96.99,5.54,80.22,53.02,27.2,2.78,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.124524106
2014/12/11,102.49,97.42,5.07,80.28,53.23,27.05,2.77,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.250117874
2014/12/12,103.19,98.66,4.53,80.38,53.55,26.83,2.76,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.47429705
2014/12/13,100.45,95.02,5.43,81.85,53.32,28.53,2.87,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.86123444
2014/12/14,102.06,96.81,5.25,82.43,53.76,28.67,2.93,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-13.68275829
2014/12/15,102.08,96.72,5.36,80.38,53,27.38,2.79,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-9.259862463
2014/12/16,100.76,95.14,5.62,79.94,52.66,27.28,2.74,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.33132037
2014/12/17,103.94,99.44,4.5,81.36,54.11,27.25,2.83,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.894512037
2014/12/18,105.33,101.11,4.22,81.95,54.93,27.02,2.85,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.278518319
2014/12/19,103.5,98.67,4.83,81.11,54.08,27.03,2.8,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.65195958
2014/12/20,102,96.71,5.29,81.05,53.54,27.51,2.8,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-12.40373548
2014/12/21,100.65,94.05,6.6,79.04,51.91,27.13,2.73,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.73486213
2014/12/22,107.07,102.3,4.77,80.85,54.44,26.41,2.83,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.114677091
2014/12/23,105.69,100.19,5.5,78.03,53.17,24.86,2.62,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.769018322
2014/12/24,102.73,97.32,5.41,77.21,52.45,24.76,2.54,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-7.139078329
2014/12/26,109.62,104.36,5.26,78.59,54.51,24.08,2.64,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-0.396981427
2014/12/27,110.98,105.85,5.13,78.32,54.82,23.5,2.6,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.248334448
2014/12/28,104.82,98.98,5.84,79.29,53.82,25.47,2.67,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-12.64236945
2014/12/29,101.18,96.03,5.15,85.33,55.5,29.83,3.02,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-19.79413756
2014/12/30,98.78,93.96,4.82,87.11,55.39,31.72,3.13,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.6781251
2014/12/31,107.91,100.31,7.6,87.35,57.08,30.27,3.27,10,201412,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.48494792
2015/1/2,105.19,101.26,3.93,83.22,56,27.22,2.86,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-9.219637493
2015/1/3,98.61,94.67,3.94,90.38,57.39,32.99,3.25,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-25.60159993
2015/1/4,101.59,97.11,4.48,90.04,57.1,32.94,3.34,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.41599544
2015/1/5,106.86,102.75,4.11,85.55,56.64,28.91,3.09,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-6.962862889
2015/1/6,107.14,102.04,5.1,81.11,54.64,26.47,2.84,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.733536293
2015/1/7,106.21,101.88,4.33,78.26,53.51,24.75,2.62,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.404700279
2015/1/8,106.77,101.57,5.2,77.69,53.34,24.35,2.6,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.307955811
2015/1/9,109.18,104.17,5.01,78.87,54.79,24.08,2.63,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.899192861
2015/1/10,102.79,97.66,5.13,79.34,53.53,25.81,2.65,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.46000842
2015/1/11,103.96,97.62,6.34,85.9,56.23,29.67,3.09,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-15.94830004
2015/1/12,102.32,97.31,5.01,87.39,56.32,31.07,3.18,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.96008344
2015/1/13,103.74,99.33,4.41,86.81,56.5,30.31,3.15,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.95719576
2015/1/14,106.8,102.45,4.35,84.26,55.85,28.41,3.03,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-9.892362098
2015/1/15,105.11,100.23,4.88,79.27,53.57,25.7,2.7,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.03721874
2015/1/16,104.5,99.54,4.96,77.89,52.94,24.95,2.6,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.969947904
2015/1/17,106.2,100.65,5.55,77.73,53.11,24.62,2.61,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.161290005
2015/1/18,103.28,97.96,5.32,77.61,52.63,24.98,2.58,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.255650004
2015/1/19,104.44,99.85,4.59,78.38,52.99,25.39,2.65,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.038771232
2015/1/20,105.07,99.98,5.09,77.28,52.66,24.62,2.58,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-6.59162871
2015/1/22,101.25,96.88,4.37,80.89,53.41,27.48,2.79,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-15.17393339
2015/1/23,100.39,96.42,3.97,88.93,56.68,32.25,3.23,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.57246677
2015/1/24,99.14,94.69,4.45,96.01,58.78,37.23,3.7,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-29.83387494
2015/1/25,101.47,96.11,5.36,102.72,61.81,40.91,4.17,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-30.54501247
2015/1/26,101.92,97.34,4.58,102.58,62.12,40.46,4.13,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-28.14302921
2015/1/27,105.65,100.72,4.93,99.81,62.1,37.71,3.99,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.28289167
2015/1/28,102.98,98.39,4.59,91.51,58.2,33.31,3.43,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.96394173
2015/1/29,105.62,101.25,4.37,89.59,58.17,31.42,3.31,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.79802263
2015/1/30,104.4,99.36,5.04,89.73,57.99,31.74,3.31,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.37199159
2015/1/31,104.94,99.24,5.7,90.04,58.17,31.87,3.34,10,201501,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.89492091
2015/2/1,102.95,97.41,5.54,89.25,57.43,31.82,3.27,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-18.30844589
2015/2/2,106.59,102.55,4.04,88.79,58.11,30.68,3.27,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.79000038
2015/2/3,102.96,98.25,4.71,83.07,54.7,28.37,2.93,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.21233171
2015/2/4,101.52,97.32,4.2,83.41,54.78,28.63,2.91,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.34278699
2015/2/5,105.29,100.38,4.91,84.35,55.8,28.55,3.01,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.93063589
2015/2/6,104.95,100.4,4.55,84.03,55.68,28.35,2.98,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.2582079
2015/2/7,104.59,98.99,5.6,84.01,55.49,28.52,2.99,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.06257908
2015/2/9,109.42,105.19,4.23,81.06,55.71,25.35,2.78,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.040994308
2015/2/10,108.66,103.15,5.51,78.5,54.33,24.17,2.62,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.412421337
2015/2/11,107.42,101.02,6.4,80.19,54.63,25.56,2.74,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.69875
2015/2/12,109.5,104.91,4.59,80.14,55.38,24.76,2.71,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.742083333
2015/2/13,104.43,99.44,4.99,79.06,53.76,25.3,2.64,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.353129537
2015/2/14,103.92,99.06,4.86,79,53.63,25.37,2.63,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-6.517270029
2015/2/15,105.09,98.79,6.3,79.65,53.97,25.68,2.69,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.289097945
2015/2/16,100.9,96.12,4.78,78.92,52.82,26.1,2.63,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.6797897
2015/2/17,102.79,97.46,5.33,78.84,52.99,25.85,2.65,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.90169879
2015/2/19,92.7,88.88,3.82,83.83,52.58,31.25,2.9,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-23.4778084
2015/2/20,98.21,93.01,5.2,86.92,54.39,32.53,3.19,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.42283758
2015/2/21,102.82,97.39,5.43,87,55.57,31.43,3.23,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.96854256
2015/2/22,105.15,100.18,4.97,84.7,55.75,28.95,3.04,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.10328873
2015/2/23,99.03,92.93,6.1,80.53,52.42,28.11,2.78,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.31888747
2015/2/24,105.02,100.43,4.59,80.27,53.82,26.45,2.78,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.957928777
2015/2/25,105.62,101.03,4.59,76.52,52.4,24.12,2.54,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.392404546
2015/2/26,105.23,100.37,4.86,75.56,51.92,23.64,2.49,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.634540041
2015/2/27,103.56,98.42,5.14,71.93,50.14,21.79,2.27,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.825808734
2015/2/28,99.7,94.31,5.39,68.84,47.66,21.18,2.13,10,201502,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.632888729
2015/5/2,105.02,99.21,5.81,67.46,49.23,18.23,1.91,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,5.749614632
2015/5/3,101.35,96.31,5.04,65.55,47.82,17.73,1.8,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,4.18705786
2015/5/5,98.91,94.29,4.62,65.34,48.13,17.21,1.71,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,10.15013862
2015/5/8,100.93,96.13,4.8,65.76,48.51,17.25,1.74,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,11.87316838
2015/5/9,98.02,93.53,4.49,64.67,48.21,16.46,1.61,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,16.17797506
2015/5/10,97.85,93.31,4.54,64.83,48.54,16.29,1.59,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,15.19258749
2015/5/11,96.73,91.04,5.69,64.83,48.03,16.8,1.63,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,10.32143078
2015/5/12,95.88,90.98,4.9,65.68,53.94,11.74,1.13,10,201505,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,9.422360023
2015/9/18,166.01,165.76,0.25,61.9,50.83,11.07,1.84,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.665867478
2015/9/19,161.4,160.42,0.98,63.03,51.61,11.42,1.84,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.674843709
2015/9/20,155.04,153.34,1.7,61.1,50.17,10.93,1.69,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,2.27350602
2015/9/21,156.92,156.37,0.55,61.92,50.67,11.25,1.76,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,4.945353736
2015/9/22,152.04,151.71,0.33,62.07,49.94,12.13,1.84,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,3.378374758
2015/9/24,152.48,151.67,0.81,62.84,50.26,12.58,1.92,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.562581756
2015/9/26,133.48,129.36,4.12,61.28,47.83,13.45,1.79,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.490494382
2015/9/27,132.44,128.49,3.95,62.01,48.22,13.79,1.83,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.900677546
2015/9/28,135.31,131.75,3.56,63.19,49.31,13.88,1.88,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.190281009
2015/9/29,134.56,130.93,3.63,62.72,49.11,13.61,1.83,10,201509,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.129333366
2015/10/2,129.53,127.93,1.6,62.6,48.87,13.73,1.78,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,3.086039563
2015/10/3,128.9,126.34,2.56,62.99,49.05,13.94,1.8,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,5.624222371
2015/10/4,134.98,130.44,4.54,63.73,49.96,13.77,1.86,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,6.982778768
2015/10/6,126.09,123.46,2.63,62.56,48.42,14.14,1.78,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-0.022334444
2015/10/7,125.03,121.52,3.51,61.77,47.88,13.89,1.74,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,6.205096637
2015/10/8,124.45,122.25,2.2,62.36,48.36,14,1.74,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,8.774958332
2015/10/9,128.03,126.81,1.22,63.51,49.63,13.88,1.78,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,13.28743154
2015/10/10,129.47,127.18,2.29,61.82,48.8,13.02,1.68,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,10.95129379
2015/10/11,126.93,124.42,2.51,62.85,49.05,13.8,1.75,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,7.946582963
2015/10/12,123.26,120.63,2.63,62.21,48.19,14.02,1.73,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,3.030487783
2015/10/13,121.23,117.73,3.5,62.27,47.89,14.38,1.74,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,2.066208924
2015/10/15,113.44,108.93,4.51,64.02,47.58,16.44,1.86,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.358869175
2015/10/16,121.02,116.22,4.8,67.08,49.96,17.12,2.07,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.124884309
2015/10/17,124.67,119.2,5.47,67.59,50.57,17.02,2.12,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.310452171
2015/10/18,122.48,115.59,6.89,67.7,50.3,17.4,2.13,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.942068756
2015/10/19,127.3,121.72,5.58,68.09,51.21,16.88,2.14,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.389797964
2015/10/20,133.66,128.49,5.17,68.29,52.12,16.17,2.16,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,2.601749685
2015/10/21,134.19,129.5,4.69,66.72,51.26,15.46,2.07,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.88209479
2015/10/22,127.45,121.02,6.43,67.2,50.79,16.41,2.09,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.406228344
2015/10/23,128.71,123.39,5.32,67.7,51.26,16.44,2.11,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-0.145350917
2015/10/24,132.87,126.46,6.41,67.4,51.26,16.14,2.14,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.163989181
2015/10/25,132.15,124.65,7.5,67.3,51.01,16.29,2.15,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.41188582
2015/10/26,131.03,125.16,5.87,66.96,50.84,16.12,2.11,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-0.979051128
2015/10/27,121.98,115.34,6.64,69.74,50.57,19.17,2.29,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-0.738462996
2015/10/28,104.2,98.58,5.62,70.25,48.14,22.11,2.3,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.248744775
2015/10/29,105.4,98.75,6.65,69.75,47.96,21.79,2.29,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.247508441
2015/10/30,107.6,101.62,5.98,69.83,48.63,21.2,2.27,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,3.014411499
2015/10/31,107.24,100.02,7.22,69.42,48.25,21.17,2.26,10,201510,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,1.353728752
2015/11/1,102.47,93.82,8.65,68.61,46.8,21.81,2.23,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-3.225664998
2015/11/3,96.12,89.37,6.75,68.41,45.46,22.95,2.2,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.182467898
2015/11/4,101.15,93.91,7.24,70.33,47.28,23.05,2.32,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.137013984
2015/11/5,101.88,95.07,6.81,70.4,47.57,22.83,2.32,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-1.736008063
2015/11/6,109.2,103.38,5.82,69.47,49.47,20,2.14,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.067547845
2015/11/7,125.22,118.25,6.97,69.65,52.55,17.1,2.14,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,2.515263379
2015/11/8,123.12,114.63,8.49,68.94,51.87,17.07,2.1,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,0.296310818
2015/11/9,114.29,108.28,6.01,68.14,50.56,17.58,2,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-4.107809618
2015/11/10,106.84,99.82,7.02,70.2,49.81,20.39,2.13,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.708817462
2015/11/11,81.86,75.01,6.85,71.94,45.43,26.51,2.17,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-8.210275431
2015/11/12,80.68,74.09,6.59,75.86,46.2,29.66,2.4,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-12.4260333
2015/11/13,80.83,74.9,5.93,77.81,47.05,30.76,2.48,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.49695377
2015/11/14,81.17,74.04,7.13,79.46,47.29,32.17,2.61,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.23091237
2015/11/15,83.63,75.97,7.66,80.81,48.22,32.59,2.72,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.70251934
2015/11/17,79.38,72.64,6.74,81.11,47.41,33.7,2.67,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.04809586
2015/11/18,80.54,74.33,6.21,85.37,49.23,36.14,2.91,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.31811686
2015/11/19,87.19,80.75,6.44,88.49,52.43,36.06,3.12,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-18.23945411
2015/11/20,98.33,92.74,5.59,90.01,56.84,33.17,3.26,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-18.0721374
2015/11/22,99.14,91.42,7.72,90.65,56.96,33.69,3.33,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-18.98969173
2015/11/23,96.87,90.3,6.57,89.42,55.9,33.52,3.24,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-21.06494999
2015/11/24,102.19,95.38,6.81,86.45,55.61,30.84,3.15,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-11.16258419
2015/11/25,106.6,99.67,6.93,83.82,56.19,27.63,2.95,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-2.522037841
2015/11/26,98.84,92.57,6.27,80.13,53.35,26.78,2.64,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-7.973175406
2015/11/27,93.31,86.22,7.09,79.44,51.66,27.78,2.57,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-7.056789974
2015/11/28,84.28,77.78,6.5,77.71,48.85,28.86,2.43,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.382843281
2015/11/30,82.94,77,5.94,76.17,48.24,27.93,2.32,10,201609,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-5.065224608
2016/1/1,86.36,81.61,4.75,92.55,54.82,37.73,3.26,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.7821209
2016/1/2,81.62,76.23,5.39,92.89,53,39.89,3.27,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-22.0430123
2016/1/4,81.52,75.05,6.47,94.06,52.48,41.58,3.4,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-22.58146262
2016/1/6,87.58,81.14,6.44,93.35,54.43,38.92,3.42,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-15.61121662
2016/1/7,85.54,79.05,6.49,90.16,52.85,37.31,3.18,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.66313752
2016/1/8,86.16,79.59,6.57,91.01,53.5,37.51,3.22,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.32801251
2016/1/11,82.28,75.94,6.34,91.38,52.16,39.22,3.22,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-19.16192921
2016/1/12,84.62,77.81,6.81,89.61,52.27,37.34,3.15,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.62269449
2016/1/13,88.71,81.83,6.88,86.42,52.57,33.85,3,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-7.930418313
2016/1/15,85.14,79.37,5.77,85.22,51.82,33.4,2.85,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-10.12729005
2016/1/16,82.08,75.4,6.68,87.62,51.69,35.93,2.94,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.13019164
2016/1/17,77.75,70.37,7.38,89.4,50.15,39.25,3.05,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-24.86037485
2016/1/19,83.01,76.64,6.37,95.3,53.15,42.15,3.51,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-24.47304177
2016/1/20,82.38,76.35,6.03,96.97,53.47,43.5,3.59,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-25.16064159
2016/1/22,87.24,81.99,5.25,95.78,55.56,40.22,3.51,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.21885991
2016/1/23,86.98,80.6,6.38,90.59,53.71,36.88,3.21,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-14.34941248
2016/1/24,85.01,78.18,6.83,93.13,54.09,39.04,3.33,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-19.94566242
2016/1/25,84.1,78.21,5.89,92,53.38,38.62,3.25,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.43741258
2016/1/26,86.29,80.3,5.99,90.95,53.58,37.37,3.22,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.47068751
2016/1/27,84.66,78.02,6.64,90.52,52.86,37.66,3.18,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-17.84583763
2016/1/28,84.98,78.41,6.57,88.57,52.1,36.47,3.1,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-16.90611251
2016/1/29,85.61,79.21,6.4,89.7,52.76,36.94,3.16,10,201601,Heating + Hot water,opened,1105,2646.5,5,panel,1982,2932.7,-15.84420013
